,Unnamed: 0,Buyer,# of transactions,Avg transaction price,avg holding period
16735,16735,0x3ccbb20172b29ecdfc8ed00ff449cf47f115bd97,1,4682.68,2551620.0
16736,16736,0xf6ac75039a5cc982a7e4d41e920f28682de514ba,1,4495.37,37920240.0
16737,16737,0xf7b8301347bb7267356ed7835ac69ec0bc14dece,1,5207.13,100440.0
16738,16738,0x810eb96f7bc6d448ebf0abe2ba92c74c334a16e5,1,4682.68,2343540.0
16739,16739,0x8feacadf7ac3b6490cb66ded3d8bf7581ae64310,1,5827.12,2523420.0
16740,16740,0x565d4ed31234bc0562d30442ac79c266c93b9356,1,4645.21,2258340.0
16741,16741,0xd4b6ea173999fe4eba469a39a6526133d6b5109d,1,2985.64,23819700.0
16742,16742,0xbfc816a5c69e1e3acf391935ab010b1353ce99a5,1,2869.31,85380.0
16743,16743,0x25b9073a4c3e7dd9dfe651690a6ffa99e9df4bcb,1,3101.96,1450140.0
16744,16744,0xef3b089d78f4fa1927fc59385002f4bf29f7164d,1,3101.96,3164100.0
16745,16745,0x6b0c99e3c27ebd288d7fd26460ad977cc214c305,1,3373.38,37825500.0
16746,16746,0x5341c381f2c6764c6c84ccb2888bf0150c7fa06b,1,3877.45,37825440.0
16747,16747,0x815c187c70ef6f52c0c9edc6bb28a619e14057d3,1,3412.16,639780.0
16748,16748,0xe79b0d46326ca99f4c345d07f4e5d1df2ef12f87,1,3101.96,2723340.0
16749,16749,0xa691be7fc5cda46c9291bb38da447ef077c11fd6,1,3257.06,37826880.0
16750,16750,0x258b38c51830a0b8b415fbfdecab5245cbc99739,1,3489.71,37829820.0
16751,16751,0xc63e42a88a11d56af732c8f0939e0cc9e13d6ce8,1,2908.09,15997800.000000002
16752,16752,0x091ee3e5922a4e6d21bd514d4d68fbdada50d615,1,3412.16,37833660.0
16753,16753,0x216f2cf67561ed5e9a2f31482158bfc4996037ae,1,4678.93,16976160.0
16754,16754,0xafe6e36ab8c048a24fe58078468c5b82989425f4,1,4265.2,37833300.0
16755,16755,0x7f40aadc07d21f7ad11a4802389384aea2b653e5,1,3877.45,37833300.0
16756,16756,0xad79452d5215737dfbc1880f0c4cb47362dbdf30,1,2756.87,33271800.000000004
16757,16757,0x1c5bc5b2d336715b458f73a69de77779d3d6edf3,1,2904.21,37832340.0
16758,16758,0xaad33ea7f2ec410b4c22efb1c917baed3ffc9efd,1,3450.93,5143740.0
16759,16759,0xb7972c694cb76d4756346a9a7235d90064d8bd8b,1,5816.18,103260.0
16760,16760,0x12f82932947cec48c45dc299d1c2f72dc379d395,1,2908.09,37832040.0
16761,16761,0xc41aaaa3d4dc57c86ec4f4f1caecf1a94aaeec73,1,2962.37,8000880.000000001
16762,16762,0x3048e4940944279854e3de67d47748af9c7e7738,1,3412.16,37831740.0
16763,16763,0x6a111fbadfaacea8312fe17b796927a06c1c14b2,1,3101.96,4201320.0
16764,16764,0x8d0a77e158174bd6f86feec6bfe9316122269d10,1,3683.58,37826280.0
16765,16765,0x7653b48d5604755035d971835b705cfd1fe3be0e,1,3101.96,491220.00000000006
16766,16766,0xc68d61757a9894f34871c0ae733ac034d9abf807,1,3101.96,37826580.0
16767,16767,0x5af8d46c7bc379501e08ed8e06aed47596d440b8,1,483.25,180.0
16768,16768,0xebe1a3713b3a7602fe23a10bd8064d742cde8c7a,1,4682.68,832500.0
16769,16769,0xe033dab96131689a5e260526197f1fd17554aca3,1,4682.68,440820.0
16770,16770,0x7ff1f157f42c72f0b93496bf1088af6affd49095,1,4869.98,37920360.0
16771,16771,0x7466b18d4860a57d3288789267adb828891765dd,1,3443.18,1174080.0
16772,16772,0x5e42caa2ef6eb89409ff7390bab1e993dab22d81,1,3101.96,772380.0
16773,16773,0x437f345ffa05e28b0730a505bc424593e0a27f0d,1,4226.42,12463020.0
16774,16774,0xd90bd206d28ceb2600103b5e2aa9a6b5b7e35ab6,1,2908.09,97800.0
16775,16775,0x69d21bdcb3d6d004b5f74ac1ae71e2f96423c600,1,2927.47,37829280.0
16776,16776,0xc7a8ec9d9f4978c11755130a7911b2d2faed0d9e,1,2981.76,327960.0
16777,16777,0x712f52f62f7920e101030d7d6bb149881b51741c,1,3020.53,18256080.0
16778,16778,0x277d83ea66e1902e1822b9526ea7a2d150a363b6,1,3198.9,37828800.0
16779,16779,0x5348e6e2889cc35197c106ea0f121e7feefd09d1,1,3101.18,504240.00000000006
16780,16780,0x57c818f95386fb6854f8ffdbb572ec7db86fb524,1,3408.28,37828500.0
16781,16781,0xee78f64e1613db75a4625c4a18095bc269c9379b,1,3101.96,11085780.0
16782,16782,0x0ca151881cf1ac5b16c73350df380ade8789a0a9,1,3059.31,37827300.0
16783,16783,0xf94a17a440fb3b3d0a18974143fb55c1fc5e90b8,1,3012.39,4404660.0
16784,16784,0x0802aadddcee28121ad83789910f13fa2fbe03c3,1,147343.1,37829520.0
16785,16785,0x1c264f12c6631abb8a209091dedc0ba5cc79d4de,1,3012.39,17113620.0
16786,16786,0x6c9cb75b97beb33095927fae1c5401ccc05fecae,1,16047.05,1134900.0
16787,16787,0x5440f88120ee9c110ece078df4bd7a2b65c99e80,1,13941.42,32316060.000000004
16788,16788,0xfc5fa19d02d0dad8b99444a37578d8463a1503f2,1,15244.7,41156760.0
16789,16789,0xadee30341a9e98ed145ccb02b00da15e74e305b5,1,12422.29,33645600.0
16790,16790,0x0b36792f715b99a773a938ae9c733b59522d2bbe,1,12183.16,33768180.0
16791,16791,0xba8f08e7eb69fc1c9d8434fdac09adcb4adeca50,1,231059.95,33767220.0
16792,16792,0xfe3c46b5b9443a0fa60b4a88c56360addaf1c767,1,273070.85,30943680.000000004
16793,16793,0x78c16f9ecea39ce4c0bb0fca3feddcf642927dc7,1,14367.73,33757800.0
16794,16794,0x20c606439a3ee9988453c192f825893ff5cb40a1,1,226858.86,13993980.0
16795,16795,0xe0d9b72cb87adccc5072e81f718747c6355318bf,1,42010.9,801300.0
16796,16796,0xb4ac81203da1fbe7b0418674c5caa50ca9e84cc6,1,12853.65,109260.0
16797,16797,0x784a1f2f56b452109afa5bda11aa0f096a0e976d,1,10892.93,271500.0
16798,16798,0x91e016bb64730e19698bd4bd1715358d3f475802,1,11110.78,542340.0
16799,16799,0x166c898d20f644f5c301e65f667e9524ee0a5ec4,1,52242.47,1797960.0
16800,16800,0xb1ab07d14456658e1b35b7f6876ded93a741821f,1,11775.87,33698100.0
16801,16801,0x27ff65787282f0712fd4485f09409f05c1cafa14,1,13071.51,33631140.0
16802,16802,0x25ca2d6523eaf61435e07c087a7009b286c1cff7,1,223304.96,33628140.0
16803,16803,0xecbe3fe9881ab1aa8dbcef9c335c62dc17cc72d2,1,10849.35,1728480.0
16804,16804,0xf4290794ebfa92e602493d361616393238fa7ca1,1,239208.63,33626220.0
16805,16805,0x3fd256fabfd7731e51382d36b17274c386af8aa3,1,435717.0,33624600.0
16806,16806,0xe6eb6a3e6a08a7a416daf405b20d8960950239af,1,17428.68,33691500.0
16807,16807,0x98e8494deb48f06ad426555312284055623aa9cf,1,21785.85,760200.0
16808,16808,0x8e68e9d99f027cfdff2c46ab10988d2739f06c77,1,226529.27,33618780.0
16809,16809,0xeb7e3f017ee35a53d367ea61d5a013df3e6889b9,1,10892.93,3204360.0
16810,16810,0xbae0108a66c13450a5ff6bcf253a03b57bb29bcc,1,11721.04,33770520.0
16811,16811,0xc3bfabc1a5510d7851b1e5de071c6b1c5772a81b,1,12393.22,12143940.0
16812,16812,0x80fe4ace1eafa16788c590ca6b33d9f7a37cc86c,1,275820.8,9598860.0
16813,16813,0xb8f1db790a0c7b512e43b5e0686067ebfa322e64,1,10558.77,33585360.0
16814,16814,0xf5889171dae5c096008cc72e1ac32bb7b3b9730e,1,12498.13,33545940.000000004
16815,16815,0x400d6e73acd5944df2daef4c261ea87257618e2b,1,237033.5,33541680.000000004
16816,16816,0x97e86e8761bb4522f597d48f5aba3a1d453ad3a5,1,12067.16,9303780.0
16817,16817,0xececcb0dbaadb9be687f2602ef55305bc56837b1,1,241343.2,33535320.000000004
16818,16818,0x76bcf871495ba4cb3e431a35140d823f1a92f8e5,1,11200.91,33535320.000000004
16819,16819,0xd4ad82707ba53d1a79b29e7d3d3b0c9e977f0111,1,13791.04,33527400.000000004
16820,16820,0x4c8f62f1498fa55d4158cdbfea7783f84556a68e,1,9955.41,740520.0
16821,16821,0xbddcd3bc3f1b4280b7b29fb5351ef8aff86cae3a,1,12067.16,21383400.0
16822,16822,0x0ec3d91724d2fc5bb223101a857f8519a052ce93,1,19178.17,2360640.0
16823,16823,0x2b1765ce958956871278e976fd64886128b6eeaf,1,26639.88,33521580.000000004
16824,16824,0xcc6e87fc128443ab8d4c1d2834ccf16887794148,1,300644.73,80100.0
16825,16825,0xa493a096501cf472b8826c5dc5bdb52d502728ca,1,17671.12,33476340.000000004
16826,16826,0x52e3636777642dab107b1f1bb086b1ba7c884aee,1,11277.55,48960.0
16827,16827,0xfa9d1bccf95ec1c29151d713348b83cfa257b002,1,319678.56,33466080.000000004
16828,16828,0x17e6deaa9ca70cc4a9b61d1555a4d54572ca7fc9,1,11144.35,33464700.000000004
16829,16829,0x0c67d92a5a4bbea0a4223d0a535d3f692db5ba79,1,12365.34,426600.0
16830,16830,0xda3c325ab45b30aeb476b026fe6a777443ca04f3,1,24419.89,33459000.000000004
16831,16831,0x14037aa846a5a6ac6a6425d975759b80e90c6662,1,11285.07,743460.0
16832,16832,0x2e2ec8e2aaff12a8b35f6d75fffa35ec66e187e9,1,13443.49,12758520.0
16833,16833,0x8949dfb19ebc0540a4fd0053cad35551365505d6,1,11764.36,33671880.0
16834,16834,0x10347eb21a73a598f31e35dd6a604f1e124d354d,1,12078.08,33678060.0
16835,16835,0x14ddaf38fab455c939b8ff8f6a6481b573e6755d,1,17120.57,4856280.0
16836,16836,0x72c53e2496414345608fe066ef586ba0898bfbbc,1,15174.16,31794120.000000004
16837,16837,0x742c508691ec63ed698e732ceec443f697cf8149,1,33578.82,60120.00000000001
16838,16838,0x4aadee07458a53e953433105b7a12f35ff999061,1,42976.58,11475300.0
16839,16839,0xf3c9ad2f3bd897d12b0fab2d53b1dd62cb8f9d6e,1,44601.34,27580440.0
16840,16840,0xf3ea05e02ba8c35fff8ce798fc34fec787e71fc7,1,47787.15,27496020.0
16841,16841,0xcbf16779df3ee5052fb28c5481a1c398a71cb9fd,1,32335.21,27812520.0
16842,16842,0xe0b2a5594266585558d3a88cb3299e721524641e,1,32072.56,3624600.0
16843,16843,0xb9285dc27576f1122b0d2612204fd02c006dc47c,1,26556.89,299760.0
16844,16844,0x5c38c67545024ef4775994eb6f3992ea9319c1d2,1,37208.84,6152100.0
16845,16845,0xd8f372db2c0fbf4ab1505d056a0f57c47fb1200e,1,35020.08,27735120.0
16846,16846,0xfa27843e9c5969c898391b7cba55c170b3b335fd,1,31510.67,27733080.0
16847,16847,0x495b17dfaa17543302e2adaa122cde2ec273d747,1,34038.41,27670440.0
16848,16848,0xfdd766042d95a47800d500f71e0f55267c783f50,1,265547.8,10687320.0
16849,16849,0x5ba89cad1b7925083fdc91f8afc5dff954df803f,1,35759.66,10573140.0
16850,16850,0x03a227f77fdd7b35b603781d4ce0669f1ce5691e,1,39013.21,27622320.0
16851,16851,0x4d6d847627b96ef00767e0984e10e8e1d884fcf4,1,33678.57,27603000.0
16852,16852,0xec97c5da28313697cd5dd5324c62d11d4b01162a,1,49380.06,4236180.0
16853,16853,0x5a0dcb7e995c415226808aa5d7cb1cf60311fa0c,1,38229.72,9166080.0
16854,16854,0x19900bbabaf285d03487a3e5185548ca9f620a21,1,34725.33,27544920.0
16855,16855,0x8edfc435bb04d169276b941b0c3951819275c787,1,35999.65,27519600.0
16856,16856,0xa5a320d97d58943eb44c7f6f702148bc5f77d378,1,35043.91,24924600.0
16857,16857,0xe9a5f4aeae56647ef55dde36cade61ad72f05349,1,38134.15,27498420.0
16858,16858,0x3adddcc48b220f3f3f524c1fe5b0fecb992d5d46,1,31259.74,5125320.0
16859,16859,0xfc2b70a3928ac6240bafb9313a6136d2ff6480a5,1,25582.62,236100.00000000003
16860,16860,0x0491115640c00119404103585d3fb49b6f0a0d90,1,25332.36,27247260.0
16861,16861,0x9e9b2b95c7322f1c799abaa85cc6a9244297c9bc,1,43101.16,27248760.0
16862,16862,0xd4e2b68096c941103a2fe656c359d8000414b4f7,1,38898.74,27495180.0
16863,16863,0x8a6999cd54ad6f1cfde8aca6ef2759dcca219a2f,1,56611.84,27492420.0
16864,16864,0x6e541f0e7db963a7bf15dc9a285acf1de39f8a09,1,39026.17,27491100.0
16865,16865,0x6d93efea41d9ba5ee157da4a08649c71d4638936,1,39472.19,27488700.0
16866,16866,0x05e2461c8c10138aee241268f28de6003d3dbadb,1,39504.04,7127160.0
16867,16867,0x4416ae893af5582b0e62a91679206594a179fa89,1,35520.51,23628960.0
16868,16868,0x0f249c12f8b33ec44aeb4b192d4d7b68f92b7b1d,1,36867.09,27433500.0
16869,16869,0x64d6dd7b8f627f8db727e03cedc5813b631b539a,1,32805.47,714420.0
16870,16870,0xd4e84e1a4907190e3f9718adfbd1f00b0b9be7d8,1,37491.96,17113680.0
16871,16871,0xaedd27a3b6313d92fa431262156655ff582db039,1,33285.83,5053740.0
16872,16872,0x4ed175874b72fd2d6fb7ed36af9c401a27c68c8a,1,48742.89,26004720.0
16873,16873,0xf7e4ced23c4030b51baaa24795c0240c936abb50,1,33285.83,27379980.0
16874,16874,0x146893fb41e32f7fbeddf6582f6b607e3d249156,1,30391.41,7003080.0
16875,16875,0xdae9550f725cc8eb06324460aed6710fb9920662,1,33285.83,18274440.0
16876,16876,0x012477178d3987841ba373f750f745c054b59729,1,36180.25,23451900.0
16877,16877,0x62cfac7b1fd0d340a140da4faa55656e1f5879f8,1,25026.48,18187920.0
16878,16878,0xf6a9d33736ad454391c8afd76b29f0ef50557355,1,27529.13,27281640.0
16879,16879,0x87b699ed63ad20beacc58fd7e7ea93d580a180b9,1,25860.7,27269100.0
16880,16880,0x688ad74191835ebf930c9f79849f130c6e998923,1,26416.84,27263040.0
16881,16881,0x923f2c6567e2b59031901373e64d3433b59c8153,1,11636.19,519780.00000000006
16882,16882,0x20d6dfa57e9b7342a5f3e12eb1ac8cb88ce0ed8b,1,279268.56,33569820.0
16883,16883,0xda592ab5b77b7bfa8e703f0a068c32d82d4bc076,1,43008.44,27498000.0
16884,16884,0xf1bf1c0ac768a90c8a09162ab5d975255855b1c1,1,13275.54,12495780.0
16885,16885,0x18c080f6b8be6299be022ae6d45be579ee7ba7c5,1,12163.82,2179860.0
16886,16886,0xa6e648357bfcc327d5d5060e32e25c4741fc0d62,1,14310.38,33248760.000000004
16887,16887,0x828a34d6ee72bf77462d6855c28c7a1bc6859608,1,9281.3,33247140.000000004
16888,16888,0x6d1cde87d4e50f7827748a03a26f9447d067e219,1,10426.13,9809880.0
16889,16889,0x38703004fb251859b3c400a08c0a53dedf0c9c09,1,208522.68,33246480.000000004
16890,16890,0x009e4fed716e4dd1afa7b724262bfd8b33f0f352,1,9403.96,9716400.0
16891,16891,0x5ce52ecdeab4a0b7e9d888555c03a6d135193923,1,9403.96,80880.0
16892,16892,0xf4f263c05e3f386bf2a756228198c1919ee41a3a,1,10998.55,33233580.000000004
16893,16893,0xc7d15ec2a71fd2da754b07bda15b12bc44af403e,1,10877.95,33516960.000000004
16894,16894,0x7d602b32acd5942a619f49e104b20c0553c93405,1,10345.15,4677780.0
16895,16895,0xdfc2e4946d3d556d4c3e10df728172b12b9762fd,1,13083.78,2715840.0
16896,16896,0xc1ad6c4df82682404c7683a9353dfb1ab212ce00,1,271788.73,33794580.0
16897,16897,0x88a05c5aa3cdc0a524a63a3c3e1019f2b1dd7880,1,349696.01,33794460.0
16898,16898,0xcc7f59b91c7e7e3db235ed4cf9919c9e0ab48df4,1,20580.06,33861120.0
16899,16899,0x530215063cea673c56d33648a0a724037cd0205c,1,14434.91,33860220.0
16900,16900,0x2dd161ba1197c749bc2166ae0268ed83834b8e88,1,371183.4,33859860.0
16901,16901,0x2aef0a84308fd2f40eed5260b126411e371e970f,1,11547.93,856140.0
16902,16902,0xf9d3d8376ad581e0804ad451800a2df8210b8a20,1,214255.31,33858000.0
16903,16903,0xd3ff6b6de549f1d37bb5e903cb0b15da7d462754,1,11432.45,33857640.0
16904,16904,0x396ee2bc6183833e4f6a58a2435cc37b79ada96b,1,214461.52,329700.0
16905,16905,0xcb628527d70f081a763e4fc003ebc67260b181fe,1,10017.27,33179940.000000004
16906,16906,0x6f67d99ee4caa0056a3cd80f5b0019bf305ae706,1,220788.72,33181500.000000004
16907,16907,0x2c1c848995779d92a7b7736ed7e337c75d5428e1,1,14378.66,33661440.0
16908,16908,0x8649ed3199f82f0c519d4e341ca75b78a6fbadcd,1,9756.23,2040480.0000000002
16909,16909,0x5c0729eb02ca60b220508dd77569126f673c19b8,1,178281.05,1680.0
16910,16910,0x5e3785472f87cdab0402336d54a5917e97ec40b1,1,10181.87,11550540.0
16911,16911,0x1da6f7fd7527500e7b87bdb3a60e61527930adb1,1,14572.56,33025260.000000004
16912,16912,0xa3d70c4a14ee1d0f515811108d325d6fb3998bcd,1,11733.75,33019380.000000004
16913,16913,0xd5ccf580024b6db491160d817f7d00bc20cdef86,1,9403.96,33229560.000000004
16914,16914,0x86143bf98b14882f5133484aa67da6b1b0a000c3,1,10433.95,33450000.000000004
16915,16915,0xb4df86e69a78fc8cc4649e95c4f32f8498205c5d,1,9526.62,33232500.000000004
16916,16916,0x53e39dff33f96daeabd720df6cd369c0de104469,1,12634.02,25160280.0
16917,16917,0x79abdd08626390907621696d7e378c0413570f20,1,234149.4,33319560.000000004
16918,16918,0x16718bc9af58ed0dbd074af85f90879be4f2bd9d,1,244053.31,33219600.000000004
16919,16919,0xc7de9ac447371d9bb0c35b1709cd7a0ed42e6786,1,11857.17,33191400.000000004
16920,16920,0xa42d1fec93c1f4ae99703b27f239346b38fce36a,1,12470.47,144360.0
16921,16921,0xbf3f6477dbd514ef85b7d3ec6ac2205fd0962039,1,11775.4,33213660.000000004
16922,16922,0xead47f334e58f9241e19a555fa64cb536acc69f5,1,12266.04,2434440.0
16923,16923,0x68543c932a92a39e0ebec8582412787838e57ddd,1,10426.13,33202440.000000004
16924,16924,0x3f6701d4a2057e5b26dfdc111abf444833cb85df,1,11452.39,1821540.0
16925,16925,0x2c7d145c7a0d008ca32acf59758b4209d1e935ff,1,11857.17,17407500.0
16926,16926,0x14de2c6b28e0c4a06e140e7c91604faeeea350af,1,10998.55,13403100.0
16927,16927,0xb069965b9ebb09f18e4e44fff2908b32677ced09,1,11039.44,33258600.000000004
16928,16928,0x05b6a73b48ec05c4f14bde9edb9fb1f7bf3bd38b,1,16354.72,33258540.000000004
16929,16929,0x481aedf1faa72210f20c1466a14ca098f36c6f5f,1,226834.3,2030580.0000000002
16930,16930,0xa32afac3402d1b78104f417d219ce2cab26ff782,1,13197.63,13120080.0
16931,16931,0xc4bcf84bbba74f7ed07abf9e39df86bca995fca9,1,16002.13,18432000.0
16932,16932,0xedf93e89892a8f670c0aa8e1a7643f75f434f686,1,8816.45,48300.0
16933,16933,0xda4a3d7b5f97e1bd473e31a58b1a7b81e96710c8,1,214763.39,33947400.0
16934,16934,0xa777e066d538a5a6f01c6ef2f289773355427c73,1,10527.2,855300.0
16935,16935,0x5f154abb8db396f64377488856125444fe42d540,1,15400.52,33940800.0
16936,16936,0x81a2806b9dc646a8ac39466070a0964f3df6ced2,1,11598.91,12918720.0
16937,16937,0xe049df10943375ff27506250c355f6377255490c,1,10548.3,774000.0
16938,16938,0xf08698825b068b65e9a3c1a576e95010ce6f05fd,1,12531.38,4971000.0
16939,16939,0x631b3bb78eda2dd347a1eef2467fff32ea2962ad,1,9915.4,853620.0
16940,16940,0x04f3c550216a29fdea8c7cf56823b7ed2fff8eff,1,13881.56,2802720.0
16941,16941,0x50053a675ed47c3c43b9535a1deab5f51a0a9a65,1,259828.38,33821820.0
16942,16942,0x8520201ec6ab08aa35270efdcf28b51a826bcd97,1,10310.65,1230180.0
16943,16943,0x676ecc8792d000ca5f93748180aeac186118250d,1,13403.85,33838140.0
16944,16944,0x364403064753bafc2dc0ca9686542dc24a1ec8ca,1,13927.21,33815460.0
16945,16945,0x1aaf53e2cddc7e9235c60ac3a7d01906d84ca4c0,1,11547.93,12769140.0
16946,16946,0x86c06f627e9282fc75196c6aff900bedbcd1e4e4,1,272201.16,33808200.0
16947,16947,0x4e2da5a0f339bbb8044911289db6fc856b96ceb8,1,243331.34,33804960.0
16948,16948,0x3333ad554a9964c57038fc65808493c0c2f88bc4,1,10901.03,33015180.000000004
16949,16949,0x86d6441dcccc3386e9ddfe24aaaf71ec4d36e62f,1,18610.83,2240040.0
16950,16950,0xd52ad1eb0c22b4e16c77f9f48f5d1c057836954a,1,13023.38,20362500.0
16951,16951,0xb503c8a636f268e10657dcff0e21fb6cddf804f7,1,12417.93,14811360.0
16952,16952,0xafcd6e3d6b8e87722ed8d5a598e811672a462a9d,1,43571.7,3115560.0
16953,16953,0x5c0d23f665f51e38d1114baf98b27b291733b6d2,1,234172.26,31334040.000000004
16954,16954,0xc213e5d1ba49e3069b7ed5ce1f53ed299b966c73,1,16877.28,33874860.0
16955,16955,0x2c79a929a7b6dbac83be6690f69737d873c58941,1,11814.1,12384540.0
16956,16956,0x0d81c41f6cfcc13fcf2cd2c2348628ba4edc794e,1,11814.1,33880920.0
16957,16957,0x0a9f23590e2f1f4bb151718be1da332375a7b83f,1,11754.14,1099980.0
16958,16958,0x7f9b1d6bbdea60339b8f40502cca1dd95fdd5070,1,11919.11,748740.0
16959,16959,0x54490b0088b2f2f8620acf8b344ac50751453655,1,11547.93,24936120.0
16960,16960,0x70505251259c0666a7741d2c82f361c52ea0c099,1,17673.57,8995320.0
16961,16961,0x0aac855fc9ecfbab56f2722c6bc155246a802f89,1,11553.0,276000.0
16962,16962,0x604108e28a4af8aba0255768b095adae83a5b717,1,231059.95,20045820.0
16963,16963,0xa48ad7feec36b1af5964fe91e51a31fcbfbae6ed,1,12393.22,33730740.0
16964,16964,0xd457adc3b0c658063e2e445b0ab07d2110e715e1,1,12603.27,30220140.000000004
16965,16965,0x2f8d045aee3feacbdab05d628d76e93c4c6b074e,1,12099.14,33720600.0
16966,16966,0x8943519d40b2c2e9f40d9d4aba8ce6b1a4ae31b0,1,12918.35,33718680.0
16967,16967,0xd661edfaacbea58bb02a78f098256e66c18c9935,1,13486.33,33795600.0
16968,16968,0xc72f5d9bd57d0ab8bc0ea90902c383e0bf0ce120,1,205536.65,12194940.0
16969,16969,0x05ab91dd552627c8b2b5e3f9c1d59e36460a2d12,1,14434.91,33864660.0
16970,16970,0xd405ae4e5dc0305db149b2c35034ac9c1c7ff784,1,10723.08,1866060.0
16971,16971,0xbc016d51118b7f0fca49a65b33648a7e10df19db,1,291133.08,33891480.0
16972,16972,0xe4b420f15d6d878dcd0df7120ac0fc1509ee9cab,1,12236.03,3022800.0
16973,16973,0x5414a99c638e1811bca50679b79ae8f90b50fefc,1,11814.1,285240.0
16974,16974,0x8f411f92bfbdefa52357f8d605368affa4fc15cc,1,10526.78,11274240.0
16975,16975,0x6c183ee7ae606b69ba71a940c0b827bbf1de3589,1,11750.81,1866060.0
16976,16976,0xc006562812f7adf75fa0adce5f02c33e070e0ada,1,35681.07,27498300.0
16977,16977,0x16746d5d5aa6d792b00e67362d8093119f8803c8,1,38229.72,732780.0
16978,16978,0x99127d1336b5b32cc552e21d5d302520fd8b7bce,1,177898.76,33037080.000000004
16979,16979,0x2825cc20b35bcbf783757b7664c794adf99a745b,1,70443.76,27998040.0
16980,16980,0xb9ce7734ffdcbb13e987957cfd40af66578682c0,1,37696.56,2427720.0
16981,16981,0x1204e75903dd8a8f287bb027c73c9503c2bc3eca,1,36125.87,28169700.0
16982,16982,0x67770fdf9d0d536e2fa6e4f4d2072826440162fe,1,37413.84,28168620.0
16983,16983,0xa238f6b96b20345ec579fcf463fb0549719d9fc2,1,38204.81,4834260.0
16984,16984,0xdcf5ac110bfb16933b6f50b5e5f8e38c98d39481,1,36177.62,9910320.0
16985,16985,0xeb61c0fb9a72787b01bc0daed21e510a113f10e0,1,36957.31,28116300.0
16986,16986,0x1971a39af6244d2ca0ea71b80d520595aaff9334,1,40584.0,20204880.0
16987,16987,0x580ab7e1c2a90e576a447411f2b2e0780a270793,1,55194.24,28010040.0
16988,16988,0x3f2049137ce62e802fa0401ee5d3a5ffac84afd9,1,40584.0,28006800.0
16989,16989,0x09923ccbcd546dcfe8274f1a663aab2007e4bd79,1,33362.01,27986640.0
16990,16990,0xd62dab3612168e4875787ec05a17ff9a8f2fb6b9,1,36911.22,331080.0
16991,16991,0x08c7046204ee4fac66eec7b20b085591ac9ca644,1,33208.27,27982860.0
16992,16992,0x959d8f09b54829d926d651d7fcb17277faa37ba4,1,31670.85,27925020.0
16993,16993,0xf2df62915e9cf4439f7311bbcefee57a30b45e61,1,32285.79,5464440.0
16994,16994,0xbfc9ca1c434ab19e5f75acd2d603dc0621ef64e2,1,32870.04,27910260.0
16995,16995,0x221320d34800760e06b206acd01e626e463eb03e,1,33792.49,15583380.000000002
16996,16996,0xd1e2d02e6faab6527bf10692b831786e680e3b8c,1,32188.94,27899760.0
16997,16997,0x973810aee3a2179b8c131e800ead2290b3050997,1,34555.18,7177620.0
16998,16998,0xafac92864611c564e7fa1a6c6d07b45807536943,1,31623.36,27886920.0
16999,16999,0x2585110b34dc29de80b73800b1deaa495bc1da5b,1,34555.18,15120060.000000002
17000,17000,0xd41b257055f8dff8894f8e8d019f6e6c2b74d1f8,1,29846.25,98280.0
17001,17001,0xf2469963bdb886dd37917ec1f0693abdf1fce30f,1,35277.7,8582280.0
17002,17002,0x2d2c27da7f330032f16534ed648fdacfb6c798e6,1,42219.5,31020.000000000004
17003,17003,0xd2230a2910f61bd35f6841049aa0559c9c6e403a,1,43026.24,28776600.0
17004,17004,0x1ca42bb6d30d13ad38b54beeb7c0e1eb2abeb5cd,1,42757.33,1160280.0
17005,17005,0x1b420cae5f2c5e8e67e9836d1d0bfe13845abb41,1,47059.95,28801680.0
17006,17006,0x32e2f310dd2996ac37fe0ce255e5ce1c1ffcda76,1,43026.24,28800600.0
17007,17007,0x351b10fc65927f70c4eddf3966069eb296fca8ba,1,45177.55,28793940.0
17008,17008,0xbec2635b44d26acf54dda59644ddb71fb0e0268d,1,42219.5,8340.0
17009,17009,0x2251676d1ff6fa9a10878205e5107a399bda4f16,1,44639.72,28789200.0
17010,17010,0x63d73c33e75bfdb14c18a734713239b98357d552,1,43564.07,28784760.0
17011,17011,0x76f6b01945f89bb8399dab0b7279d7eef7f10860,1,55127.37,17141100.0
17012,17012,0x6d2113692857536b8993924d6b66d8409247fbb8,1,44370.81,28782180.0
17013,17013,0x8b7863d67e1083ee1becbdd277cbbff1c1ccb631,1,38511.98,2023020.0000000002
17014,17014,0x4643004bff50217d5f4730d1f3fe0744304664dc,1,47089.29,28204320.0
17015,17015,0x20960a28aae05d7aa20a18c2b869bae3083c1e28,1,32269.68,80160.0
17016,17016,0x065c84641ee62d032ea5f20c49d59817c87a2747,1,39620.13,2143860.0
17017,17017,0x132d33e01e3913c446c9e9283302a859badc20ec,1,40038.65,2520.0
17018,17018,0x2e07df27127b34d9d497ac9154309bf2740e1ca7,1,26811.1,21220020.0
17019,17019,0x7bca5546064d54c3dd22f4b282175baba5b30a60,1,31691.87,16329660.000000002
17020,17020,0x32107b5e6f973dfb079b786121899b082cc9975e,1,33.71,16247100.000000002
17021,17021,0x65b32c68c11e6da4658041dee3db411482ed1ab6,1,32366.16,12499500.0
17022,17022,0x89f83d795adcfb76e77ad89081bfdcae02600bc9,1,38324.52,7453920.0
